timestamp,traffic_count,hour,day_of_week,is_weekend
2023-01-04 02:00:00,30,2,2,0
2023-01-04 03:00:00,72,3,2,0
2023-01-04 04:00:00,75,4,2,0
2023-01-04 05:00:00,84,5,2,0
2023-01-04 06:00:00,100,6,2,0
2023-01-04 07:00:00,93,7,2,0
2023-01-04 08:00:00,122,8,2,0
2023-01-04 09:00:00,138,9,2,0
2023-01-04 10:00:00,158,10,2,0
2023-01-04 11:00:00,143,11,2,0
2023-01-04 12:00:00,141,12,2,0
2023-01-04 13:00:00,143,13,2,0
2023-01-04 14:00:00,152,14,2,0
2023-01-04 15:00:00,138,15,2,0
2023-01-04 16:00:00,119,16,2,0
2023-01-04 17:00:00,118,17,2,0
2023-01-04 18:00:00,100,18,2,0
2023-01-04 19:00:00,96,19,2,0
2023-01-04 20:00:00,67,20,2,0
2023-01-04 21:00:00,61,21,2,0
2023-01-04 22:00:00,52,22,2,0
2023-01-04 23:00:00,37,23,2,0
2023-01-05 00:00:00,52,0,3,0
2023-01-05 01:00:00,54,1,3,0
2023-01-05 02:00:00,56,2,3,0
2023-01-05 03:00:00,62,3,3,0
2023-01-05 04:00:00,60,4,3,0
2023-01-05 05:00:00,82,5,3,0
2023-01-05 06:00:00,96,6,3,0
2023-01-05 07:00:00,104,7,3,0
2023-01-05 08:00:00,123,8,3,0
2023-01-05 09:00:00,139,9,3,0
2023-01-05 10:00:00,162,10,3,0
2023-01-05 11:00:00,150,11,3,0
2023-01-05 12:00:00,152,12,3,0
2023-01-05 13:00:00,147,13,3,0
2023-01-05 14:00:00,124,14,3,0
2023-01-05 15:00:00,135,15,3,0
2023-01-05 16:00:00,125,16,3,0
2023-01-05 17:00:00,137,17,3,0
2023-01-05 18:00:00,98,18,3,0
2023-01-05 19:00:00,90,19,3,0
2023-01-05 20:00:00,74,20,3,0
2023-01-05 21:00:00,52,21,3,0
2023-01-05 22:00:00,68,22,3,0
2023-01-05 23:00:00,59,23,3,0
2023-01-06 00:00:00,57,0,4,0
2023-01-06 01:00:00,42,1,4,0
2023-01-06 02:00:00,70,2,4,0
2023-01-06 03:00:00,50,3,4,0
2023-01-06 04:00:00,80,4,4,0
2023-01-06 05:00:00,108,5,4,0
2023-01-06 06:00:00,90,6,4,0
2023-01-06 07:00:00,107,7,4,0
2023-01-06 08:00:00,125,8,4,0
2023-01-06 09:00:00,130,9,4,0
2023-01-06 10:00:00,127,10,4,0
2023-01-06 11:00:00,148,11,4,0
2023-01-06 12:00:00,139,12,4,0
2023-01-06 13:00:00,153,13,4,0
2023-01-06 14:00:00,134,14,4,0
2023-01-06 15:00:00,150,15,4,0
2023-01-06 16:00:00,117,16,4,0
2023-01-06 17:00:00,109,17,4,0
2023-01-06 18:00:00,108,18,4,0
2023-01-06 19:00:00,74,19,4,0
2023-01-06 20:00:00,77,20,4,0
2023-01-06 21:00:00,77,21,4,0
2023-01-06 22:00:00,40,22,4,0
2023-01-06 23:00:00,53,23,4,0
2023-01-07 00:00:00,22,0,5,1
2023-01-07 01:00:00,29,1,5,1
2023-01-07 02:00:00,14,2,5,1
2023-01-07 03:00:00,21,3,5,1
2023-01-07 04:00:00,50,4,5,1
2023-01-07 05:00:00,60,5,5,1
2023-01-07 06:00:00,72,6,5,1
2023-01-07 07:00:00,86,7,5,1
2023-01-07 08:00:00,88,8,5,1
2023-01-07 09:00:00,107,9,5,1
2023-01-07 10:00:00,116,10,5,1
2023-01-07 11:00:00,111,11,5,1
2023-01-07 12:00:00,138,12,5,1
2023-01-07 13:00:00,123,13,5,1
2023-01-07 14:00:00,101,14,5,1
2023-01-07 15:00:00,111,15,5,1
2023-01-07 16:00:00,85,16,5,1
2023-01-07 17:00:00,90,17,5,1
2023-01-07 18:00:00,81,18,5,1
2023-01-07 19:00:00,48,19,5,1
2023-01-07 20:00:00,54,20,5,1
2023-01-07 21:00:00,38,21,5,1
2023-01-07 22:00:00,34,22,5,1
2023-01-07 23:00:00,40,23,5,1
2023-01-08 00:00:00,17,0,6,1
2023-01-08 01:00:00,14,1,6,1
2023-01-08 02:00:00,17,2,6,1
2023-01-08 03:00:00,26,3,6,1
2023-01-08 04:00:00,44,4,6,1
2023-01-08 05:00:00,60,5,6,1
2023-01-08 06:00:00,72,6,6,1
2023-01-08 07:00:00,91,7,6,1
2023-01-08 08:00:00,95,8,6,1
2023-01-08 09:00:00,119,9,6,1
2023-01-08 10:00:00,110,10,6,1
2023-01-08 11:00:00,145,11,6,1
2023-01-08 12:00:00,126,12,6,1
2023-01-08 13:00:00,109,13,6,1
2023-01-08 14:00:00,102,14,6,1
2023-01-08 15:00:00,110,15,6,1
2023-01-08 16:00:00,92,16,6,1
2023-01-08 17:00:00,90,17,6,1
2023-01-08 18:00:00,74,18,6,1
2023-01-08 19:00:00,56,19,6,1
2023-01-08 20:00:00,36,20,6,1
2023-01-08 21:00:00,19,21,6,1
2023-01-08 22:00:00,22,22,6,1
2023-01-08 23:00:00,30,23,6,1
2023-01-09 00:00:00,52,0,0,0
2023-01-09 01:00:00,39,1,0,0
2023-01-09 02:00:00,58,2,0,0
2023-01-09 03:00:00,68,3,0,0
2023-01-09 04:00:00,66,4,0,0
2023-01-09 05:00:00,88,5,0,0
2023-01-09 06:00:00,100,6,0,0
2023-01-09 07:00:00,101,7,0,0
2023-01-09 08:00:00,128,8,0,0
2023-01-09 09:00:00,140,9,0,0
2023-01-09 10:00:00,154,10,0,0
2023-01-09 11:00:00,158,11,0,0
2023-01-09 12:00:00,136,12,0,0
2023-01-09 13:00:00,138,13,0,0
2023-01-09 14:00:00,148,14,0,0
2023-01-09 15:00:00,140,15,0,0
2023-01-09 16:00:00,130,16,0,0
2023-01-09 17:00:00,151,17,0,0
2023-01-09 18:00:00,105,18,0,0
2023-01-09 19:00:00,98,19,0,0
2023-01-09 20:00:00,84,20,0,0
2023-01-09 21:00:00,71,21,0,0
2023-01-09 22:00:00,53,22,0,0
2023-01-09 23:00:00,59,23,0,0
2023-01-10 00:00:00,42,0,1,0
2023-01-10 01:00:00,49,1,1,0
2023-01-10 02:00:00,51,2,1,0
2023-01-10 03:00:00,65,3,1,0
2023-01-10 04:00:00,98,4,1,0
2023-01-10 05:00:00,68,5,1,0
2023-01-10 06:00:00,106,6,1,0
2023-01-10 07:00:00,96,7,1,0
2023-01-10 08:00:00,120,8,1,0
2023-01-10 09:00:00,146,9,1,0
2023-01-10 10:00:00,143,10,1,0
2023-01-10 11:00:00,137,11,1,0
2023-01-10 12:00:00,142,12,1,0
2023-01-10 13:00:00,155,13,1,0
2023-01-10 14:00:00,135,14,1,0
2023-01-10 15:00:00,137,15,1,0
2023-01-10 16:00:00,125,16,1,0
2023-01-10 17:00:00,106,17,1,0
2023-01-10 18:00:00,121,18,1,0
2023-01-10 19:00:00,93,19,1,0
2023-01-10 20:00:00,54,20,1,0
2023-01-10 21:00:00,66,21,1,0
2023-01-10 22:00:00,50,22,1,0
2023-01-10 23:00:00,60,23,1,0
2023-01-11 00:00:00,42,0,2,0
2023-01-11 01:00:00,50,1,2,0
2023-01-11 02:00:00,61,2,2,0
2023-01-11 03:00:00,73,3,2,0
2023-01-11 04:00:00,62,4,2,0
2023-01-11 05:00:00,83,5,2,0
2023-01-11 06:00:00,95,6,2,0
2023-01-11 07:00:00,106,7,2,0
2023-01-11 08:00:00,142,8,2,0
2023-01-11 09:00:00,139,9,2,0
2023-01-11 10:00:00,130,10,2,0
2023-01-11 11:00:00,157,11,2,0
2023-01-11 12:00:00,171,12,2,0
2023-01-11 13:00:00,158,13,2,0
2023-01-11 14:00:00,128,14,2,0
2023-01-11 15:00:00,130,15,2,0
2023-01-11 16:00:00,137,16,2,0
2023-01-11 17:00:00,105,17,2,0
2023-01-11 18:00:00,104,18,2,0
2023-01-11 19:00:00,94,19,2,0
2023-01-11 20:00:00,65,20,2,0
2023-01-11 21:00:00,64,21,2,0
2023-01-11 22:00:00,24,22,2,0
2023-01-11 23:00:00,41,23,2,0
2023-01-12 00:00:00,47,0,3,0
2023-01-12 01:00:00,39,1,3,0
2023-01-12 02:00:00,73,2,3,0
2023-01-12 03:00:00,50,3,3,0
2023-01-12 04:00:00,70,4,3,0
2023-01-12 05:00:00,88,5,3,0
2023-01-12 06:00:00,114,6,3,0
2023-01-12 07:00:00,98,7,3,0
2023-01-12 08:00:00,136,8,3,0
2023-01-12 09:00:00,135,9,3,0
2023-01-12 10:00:00,133,10,3,0
2023-01-12 11:00:00,152,11,3,0
2023-01-12 12:00:00,151,12,3,0
2023-01-12 13:00:00,142,13,3,0
2023-01-12 14:00:00,143,14,3,0
2023-01-12 15:00:00,131,15,3,0
2023-01-12 16:00:00,126,16,3,0
2023-01-12 17:00:00,119,17,3,0
2023-01-12 18:00:00,115,18,3,0
2023-01-12 19:00:00,74,19,3,0
2023-01-12 20:00:00,96,20,3,0
2023-01-12 21:00:00,45,21,3,0
2023-01-12 22:00:00,55,22,3,0
2023-01-12 23:00:00,57,23,3,0
2023-01-13 00:00:00,52,0,4,0
2023-01-13 01:00:00,45,1,4,0
2023-01-13 02:00:00,54,2,4,0
2023-01-13 03:00:00,59,3,4,0
2023-01-13 04:00:00,69,4,4,0
2023-01-13 05:00:00,95,5,4,0
2023-01-13 06:00:00,103,6,4,0
2023-01-13 07:00:00,106,7,4,0
2023-01-13 08:00:00,133,8,4,0
2023-01-13 09:00:00,138,9,4,0
2023-01-13 10:00:00,151,10,4,0
2023-01-13 11:00:00,154,11,4,0
2023-01-13 12:00:00,141,12,4,0
2023-01-13 13:00:00,142,13,4,0
2023-01-13 14:00:00,150,14,4,0
2023-01-13 15:00:00,141,15,4,0
2023-01-13 16:00:00,124,16,4,0
2023-01-13 17:00:00,114,17,4,0
2023-01-13 18:00:00,112,18,4,0
2023-01-13 19:00:00,81,19,4,0
2023-01-13 20:00:00,80,20,4,0
2023-01-13 21:00:00,62,21,4,0
2023-01-13 22:00:00,54,22,4,0
2023-01-13 23:00:00,62,23,4,0
2023-01-14 00:00:00,28,0,5,1
2023-01-14 01:00:00,29,1,5,1
2023-01-14 02:00:00,39,2,5,1
2023-01-14 03:00:00,34,3,5,1
2023-01-14 04:00:00,51,4,5,1
2023-01-14 05:00:00,53,5,5,1
2023-01-14 06:00:00,73,6,5,1
2023-01-14 07:00:00,81,7,5,1
2023-01-14 08:00:00,95,8,5,1
2023-01-14 09:00:00,111,9,5,1
2023-01-14 10:00:00,105,10,5,1
2023-01-14 11:00:00,139,11,5,1
2023-01-14 12:00:00,109,12,5,1
2023-01-14 13:00:00,106,13,5,1
2023-01-14 14:00:00,124,14,5,1
2023-01-14 15:00:00,113,15,5,1
2023-01-14 16:00:00,101,16,5,1
2023-01-14 17:00:00,89,17,5,1
2023-01-14 18:00:00,69,18,5,1
2023-01-14 19:00:00,48,19,5,1
2023-01-14 20:00:00,45,20,5,1
2023-01-14 21:00:00,27,21,5,1
2023-01-14 22:00:00,36,22,5,1
2023-01-14 23:00:00,20,23,5,1
2023-01-15 00:00:00,11,0,6,1
2023-01-15 01:00:00,18,1,6,1
2023-01-15 02:00:00,30,2,6,1
2023-01-15 03:00:00,29,3,6,1
2023-01-15 04:00:00,36,4,6,1
2023-01-15 05:00:00,59,5,6,1
2023-01-15 06:00:00,72,6,6,1
2023-01-15 07:00:00,77,7,6,1
2023-01-15 08:00:00,90,8,6,1
2023-01-15 09:00:00,107,9,6,1
2023-01-15 10:00:00,98,10,6,1
2023-01-15 11:00:00,104,11,6,1
2023-01-15 12:00:00,112,12,6,1
2023-01-15 13:00:00,116,13,6,1
2023-01-15 14:00:00,116,14,6,1
2023-01-15 15:00:00,120,15,6,1
2023-01-15 16:00:00,103,16,6,1
2023-01-15 17:00:00,81,17,6,1
2023-01-15 18:00:00,69,18,6,1
2023-01-15 19:00:00,47,19,6,1
2023-01-15 20:00:00,44,20,6,1
2023-01-15 21:00:00,31,21,6,1
2023-01-15 22:00:00,29,22,6,1
2023-01-15 23:00:00,13,23,6,1
2023-01-16 00:00:00,55,0,0,0
2023-01-16 01:00:00,67,1,0,0
2023-01-16 02:00:00,55,2,0,0
2023-01-16 03:00:00,68,3,0,0
2023-01-16 04:00:00,81,4,0,0
2023-01-16 05:00:00,83,5,0,0
2023-01-16 06:00:00,102,6,0,0
2023-01-16 07:00:00,113,7,0,0
2023-01-16 08:00:00,125,8,0,0
2023-01-16 09:00:00,127,9,0,0
2023-01-16 10:00:00,143,10,0,0
2023-01-16 11:00:00,153,11,0,0
2023-01-16 12:00:00,164,12,0,0
2023-01-16 13:00:00,157,13,0,0
2023-01-16 14:00:00,164,14,0,0
2023-01-16 15:00:00,127,15,0,0
2023-01-16 16:00:00,133,16,0,0
2023-01-16 17:00:00,114,17,0,0
2023-01-16 18:00:00,121,18,0,0
2023-01-16 19:00:00,78,19,0,0
2023-01-16 20:00:00,66,20,0,0
2023-01-16 21:00:00,58,21,0,0
2023-01-16 22:00:00,35,22,0,0
2023-01-16 23:00:00,46,23,0,0
2023-01-17 00:00:00,42,0,1,0
2023-01-17 01:00:00,53,1,1,0
2023-01-17 02:00:00,60,2,1,0
2023-01-17 03:00:00,83,3,1,0
2023-01-17 04:00:00,84,4,1,0
2023-01-17 05:00:00,81,5,1,0
2023-01-17 06:00:00,91,6,1,0
2023-01-17 07:00:00,117,7,1,0
2023-01-17 08:00:00,111,8,1,0
2023-01-17 09:00:00,153,9,1,0
2023-01-17 10:00:00,155,10,1,0
2023-01-17 11:00:00,143,11,1,0
2023-01-17 12:00:00,132,12,1,0
2023-01-17 13:00:00,161,13,1,0
2023-01-17 14:00:00,142,14,1,0
2023-01-17 15:00:00,147,15,1,0
2023-01-17 16:00:00,109,16,1,0
2023-01-17 17:00:00,106,17,1,0
2023-01-17 18:00:00,100,18,1,0
2023-01-17 19:00:00,87,19,1,0
2023-01-17 20:00:00,70,20,1,0
2023-01-17 21:00:00,70,21,1,0
2023-01-17 22:00:00,46,22,1,0
2023-01-17 23:00:00,50,23,1,0
2023-01-18 00:00:00,51,0,2,0
2023-01-18 01:00:00,56,1,2,0
2023-01-18 02:00:00,63,2,2,0
2023-01-18 03:00:00,53,3,2,0
2023-01-18 04:00:00,59,4,2,0
2023-01-18 05:00:00,99,5,2,0
2023-01-18 06:00:00,103,6,2,0
2023-01-18 07:00:00,105,7,2,0
2023-01-18 08:00:00,140,8,2,0
2023-01-18 09:00:00,136,9,2,0
2023-01-18 10:00:00,155,10,2,0
2023-01-18 11:00:00,148,11,2,0
2023-01-18 12:00:00,170,12,2,0
2023-01-18 13:00:00,165,13,2,0
2023-01-18 14:00:00,140,14,2,0
2023-01-18 15:00:00,145,15,2,0
2023-01-18 16:00:00,131,16,2,0
2023-01-18 17:00:00,126,17,2,0
2023-01-18 18:00:00,90,18,2,0
2023-01-18 19:00:00,93,19,2,0
2023-01-18 20:00:00,85,20,2,0
2023-01-18 21:00:00,47,21,2,0
2023-01-18 22:00:00,44,22,2,0
2023-01-18 23:00:00,31,23,2,0
2023-01-19 00:00:00,47,0,3,0
2023-01-19 01:00:00,58,1,3,0
2023-01-19 02:00:00,71,2,3,0
2023-01-19 03:00:00,65,3,3,0
2023-01-19 04:00:00,91,4,3,0
2023-01-19 05:00:00,73,5,3,0
2023-01-19 06:00:00,82,6,3,0
2023-01-19 07:00:00,112,7,3,0
2023-01-19 08:00:00,128,8,3,0
2023-01-19 09:00:00,135,9,3,0
2023-01-19 10:00:00,122,10,3,0
2023-01-19 11:00:00,147,11,3,0
2023-01-19 12:00:00,136,12,3,0
2023-01-19 13:00:00,154,13,3,0
2023-01-19 14:00:00,146,14,3,0
2023-01-19 15:00:00,125,15,3,0
2023-01-19 16:00:00,119,16,3,0
2023-01-19 17:00:00,102,17,3,0
2023-01-19 18:00:00,99,18,3,0
2023-01-19 19:00:00,96,19,3,0
2023-01-19 20:00:00,65,20,3,0
2023-01-19 21:00:00,69,21,3,0
2023-01-19 22:00:00,51,22,3,0
2023-01-19 23:00:00,43,23,3,0
2023-01-20 00:00:00,48,0,4,0
2023-01-20 01:00:00,41,1,4,0
2023-01-20 02:00:00,51,2,4,0
2023-01-20 03:00:00,52,3,4,0
2023-01-20 04:00:00,94,4,4,0
2023-01-20 05:00:00,87,5,4,0
2023-01-20 06:00:00,93,6,4,0
2023-01-20 07:00:00,115,7,4,0
2023-01-20 08:00:00,123,8,4,0
2023-01-20 09:00:00,133,9,4,0
2023-01-20 10:00:00,149,10,4,0
2023-01-20 11:00:00,155,11,4,0
2023-01-20 12:00:00,144,12,4,0
2023-01-20 13:00:00,142,13,4,0
2023-01-20 14:00:00,140,14,4,0
2023-01-20 15:00:00,112,15,4,0
2023-01-20 16:00:00,109,16,4,0
2023-01-20 17:00:00,126,17,4,0
2023-01-20 18:00:00,116,18,4,0
2023-01-20 19:00:00,84,19,4,0
2023-01-20 20:00:00,80,20,4,0
2023-01-20 21:00:00,67,21,4,0
2023-01-20 22:00:00,87,22,4,0
2023-01-20 23:00:00,62,23,4,0
2023-01-21 00:00:00,18,0,5,1
2023-01-21 01:00:00,12,1,5,1
2023-01-21 02:00:00,10,2,5,1
2023-01-21 03:00:00,36,3,5,1
2023-01-21 04:00:00,37,4,5,1
2023-01-21 05:00:00,42,5,5,1
2023-01-21 06:00:00,63,6,5,1
2023-01-21 07:00:00,72,7,5,1
2023-01-21 08:00:00,111,8,5,1
2023-01-21 09:00:00,114,9,5,1
2023-01-21 10:00:00,113,10,5,1
2023-01-21 11:00:00,133,11,5,1
2023-01-21 12:00:00,120,12,5,1
2023-01-21 13:00:00,109,13,5,1
2023-01-21 14:00:00,128,14,5,1
2023-01-21 15:00:00,110,15,5,1
2023-01-21 16:00:00,84,16,5,1
2023-01-21 17:00:00,81,17,5,1
2023-01-21 18:00:00,61,18,5,1
2023-01-21 19:00:00,43,19,5,1
2023-01-21 20:00:00,54,20,5,1
2023-01-21 21:00:00,53,21,5,1
2023-01-21 22:00:00,12,22,5,1
2023-01-21 23:00:00,27,23,5,1
2023-01-22 00:00:00,13,0,6,1
2023-01-22 01:00:00,16,1,6,1
2023-01-22 02:00:00,20,2,6,1
2023-01-22 03:00:00,26,3,6,1
2023-01-22 04:00:00,45,4,6,1
2023-01-22 05:00:00,48,5,6,1
2023-01-22 06:00:00,72,6,6,1
2023-01-22 07:00:00,82,7,6,1
2023-01-22 08:00:00,92,8,6,1
2023-01-22 09:00:00,96,9,6,1
2023-01-22 10:00:00,107,10,6,1
2023-01-22 11:00:00,125,11,6,1
2023-01-22 12:00:00,125,12,6,1
2023-01-22 13:00:00,108,13,6,1
2023-01-22 14:00:00,114,14,6,1
2023-01-22 15:00:00,112,15,6,1
2023-01-22 16:00:00,78,16,6,1
2023-01-22 17:00:00,88,17,6,1
2023-01-22 18:00:00,63,18,6,1
2023-01-22 19:00:00,62,19,6,1
2023-01-22 20:00:00,37,20,6,1
2023-01-22 21:00:00,16,21,6,1
2023-01-22 22:00:00,10,22,6,1
2023-01-22 23:00:00,22,23,6,1
2023-01-23 00:00:00,52,0,0,0
2023-01-23 01:00:00,42,1,0,0
2023-01-23 02:00:00,63,2,0,0
2023-01-23 03:00:00,48,3,0,0
2023-01-23 04:00:00,74,4,0,0
2023-01-23 05:00:00,74,5,0,0
2023-01-23 06:00:00,93,6,0,0
2023-01-23 07:00:00,113,7,0,0
2023-01-23 08:00:00,116,8,0,0
2023-01-23 09:00:00,131,9,0,0
2023-01-23 10:00:00,153,10,0,0
2023-01-23 11:00:00,142,11,0,0
2023-01-23 12:00:00,158,12,0,0
2023-01-23 13:00:00,136,13,0,0
2023-01-23 14:00:00,148,14,0,0
2023-01-23 15:00:00,149,15,0,0
2023-01-23 16:00:00,100,16,0,0
2023-01-23 17:00:00,104,17,0,0
2023-01-23 18:00:00,105,18,0,0
2023-01-23 19:00:00,85,19,0,0
2023-01-23 20:00:00,78,20,0,0
2023-01-23 21:00:00,58,21,0,0
2023-01-23 22:00:00,57,22,0,0
2023-01-23 23:00:00,50,23,0,0
2023-01-24 00:00:00,61,0,1,0
2023-01-24 01:00:00,54,1,1,0
2023-01-24 02:00:00,60,2,1,0
2023-01-24 03:00:00,60,3,1,0
2023-01-24 04:00:00,70,4,1,0
2023-01-24 05:00:00,82,5,1,0
2023-01-24 06:00:00,103,6,1,0
2023-01-24 07:00:00,108,7,1,0
2023-01-24 08:00:00,127,8,1,0
2023-01-24 09:00:00,156,9,1,0
2023-01-24 10:00:00,152,10,1,0
2023-01-24 11:00:00,145,11,1,0
2023-01-24 12:00:00,162,12,1,0
2023-01-24 13:00:00,144,13,1,0
2023-01-24 14:00:00,122,14,1,0
2023-01-24 15:00:00,125,15,1,0
2023-01-24 16:00:00,106,16,1,0
2023-01-24 17:00:00,109,17,1,0
2023-01-24 18:00:00,100,18,1,0
2023-01-24 19:00:00,103,19,1,0
2023-01-24 20:00:00,78,20,1,0
2023-01-24 21:00:00,62,21,1,0
2023-01-24 22:00:00,64,22,1,0
2023-01-24 23:00:00,29,23,1,0
2023-01-25 00:00:00,52,0,2,0
2023-01-25 01:00:00,59,1,2,0
2023-01-25 02:00:00,41,2,2,0
2023-01-25 03:00:00,76,3,2,0
2023-01-25 04:00:00,78,4,2,0
2023-01-25 05:00:00,82,5,2,0
2023-01-25 06:00:00,106,6,2,0
2023-01-25 07:00:00,135,7,2,0
2023-01-25 08:00:00,126,8,2,0
2023-01-25 09:00:00,137,9,2,0
2023-01-25 10:00:00,138,10,2,0
2023-01-25 11:00:00,139,11,2,0
2023-01-25 12:00:00,158,12,2,0
2023-01-25 13:00:00,139,13,2,0
2023-01-25 14:00:00,144,14,2,0
2023-01-25 15:00:00,130,15,2,0
2023-01-25 16:00:00,129,16,2,0
2023-01-25 17:00:00,116,17,2,0
2023-01-25 18:00:00,110,18,2,0
2023-01-25 19:00:00,81,19,2,0
2023-01-25 20:00:00,72,20,2,0
2023-01-25 21:00:00,54,21,2,0
2023-01-25 22:00:00,52,22,2,0
2023-01-25 23:00:00,55,23,2,0
2023-01-26 00:00:00,57,0,3,0
2023-01-26 01:00:00,42,1,3,0
2023-01-26 02:00:00,65,2,3,0
2023-01-26 03:00:00,78,3,3,0
2023-01-26 04:00:00,79,4,3,0
2023-01-26 05:00:00,105,5,3,0
2023-01-26 06:00:00,92,6,3,0
2023-01-26 07:00:00,100,7,3,0
2023-01-26 08:00:00,107,8,3,0
2023-01-26 09:00:00,150,9,3,0
2023-01-26 10:00:00,149,10,3,0
2023-01-26 11:00:00,147,11,3,0
2023-01-26 12:00:00,152,12,3,0
2023-01-26 13:00:00,137,13,3,0
2023-01-26 14:00:00,167,14,3,0
2023-01-26 15:00:00,136,15,3,0
2023-01-26 16:00:00,126,16,3,0
2023-01-26 17:00:00,120,17,3,0
2023-01-26 18:00:00,104,18,3,0
2023-01-26 19:00:00,89,19,3,0
2023-01-26 20:00:00,67,20,3,0
2023-01-26 21:00:00,69,21,3,0
2023-01-26 22:00:00,75,22,3,0
2023-01-26 23:00:00,65,23,3,0
2023-01-27 00:00:00,65,0,4,0
2023-01-27 01:00:00,46,1,4,0
2023-01-27 02:00:00,46,2,4,0
2023-01-27 03:00:00,63,3,4,0
2023-01-27 04:00:00,75,4,4,0
2023-01-27 05:00:00,98,5,4,0
2023-01-27 06:00:00,83,6,4,0
2023-01-27 07:00:00,128,7,4,0
2023-01-27 08:00:00,123,8,4,0
2023-01-27 09:00:00,131,9,4,0
2023-01-27 10:00:00,133,10,4,0
2023-01-27 11:00:00,131,11,4,0
2023-01-27 12:00:00,158,12,4,0
2023-01-27 13:00:00,149,13,4,0
2023-01-27 14:00:00,130,14,4,0
2023-01-27 15:00:00,122,15,4,0
2023-01-27 16:00:00,121,16,4,0
2023-01-27 17:00:00,129,17,4,0
2023-01-27 18:00:00,97,18,4,0
2023-01-27 19:00:00,72,19,4,0
2023-01-27 20:00:00,72,20,4,0
2023-01-27 21:00:00,61,21,4,0
2023-01-27 22:00:00,29,22,4,0
2023-01-27 23:00:00,51,23,4,0
2023-01-28 00:00:00,17,0,5,1
2023-01-28 01:00:00,28,1,5,1
2023-01-28 02:00:00,45,2,5,1
2023-01-28 03:00:00,45,3,5,1
2023-01-28 04:00:00,42,4,5,1
2023-01-28 05:00:00,45,5,5,1
2023-01-28 06:00:00,95,6,5,1
2023-01-28 07:00:00,83,7,5,1
2023-01-28 08:00:00,95,8,5,1
2023-01-28 09:00:00,105,9,5,1
2023-01-28 10:00:00,115,10,5,1
2023-01-28 11:00:00,116,11,5,1
2023-01-28 12:00:00,114,12,5,1
2023-01-28 13:00:00,112,13,5,1
2023-01-28 14:00:00,112,14,5,1
2023-01-28 15:00:00,99,15,5,1
